Ontology ID	OccO Label	Abilities
OCCO:35301100	bartenders	Oral Expression|Oral Comprehension|Speech Recognition|Near Vision|Information Ordering|Speech Clarity
OCCO:35302301	baristas	Oral Comprehension|Oral Expression|Speech Clarity|Speech Recognition|Near Vision|Time Sharing
OCCO:35303100	waiters and waitresses	Oral Expression|Oral Comprehension|Speech Recognition|Speech Clarity|Time Sharing|Near Vision
OCCO:35304100	"food servers, nonrestaurant"	Oral Comprehension|Oral Expression|Near Vision|Speech Recognition|Speech Clarity|Problem Sensitivity
OCCO:35901100	dining room and cafeteria attendants and bartender helpers	Trunk Strength|Manual Dexterity|Arm-Hand Steadiness|Speech Recognition|Static Strength|Stamina
OCCO:35902100	dishwashers	Manual Dexterity|Near Vision|Multilimb Coordination|Arm-Hand Steadiness|Trunk Strength|Static Strength
OCCO:35903100	"hosts and hostesses, restaurant, lounge, and coffee shop"	Oral Expression|Oral Comprehension|Speech Recognition|Speech Clarity|Near Vision|Problem Sensitivity
OCCO:37101100	first-line supervisors of housekeeping and janitorial workers	Oral Expression|Oral Comprehension|Written Comprehension|Speech Recognition|Speech Clarity|Problem Sensitivity
OCCO:37101200	"first-line supervisors of landscaping, lawn service, and groundskeeping workers"	Oral Expression|Oral Comprehension|Problem Sensitivity|Written Comprehension|Speech Clarity|Deductive Reasoning
OCCO:37201100	"janitors and cleaners, except maids and housekeeping cleaners"	Trunk Strength|Static Strength|Oral Comprehension|Near Vision|Manual Dexterity|Extent Flexibility
OCCO:37201200	maids and housekeeping cleaners	Trunk Strength|Extent Flexibility|Stamina|Problem Sensitivity|Oral Comprehension|Near Vision
OCCO:37202100	pest control workers	Near Vision|Speech Clarity|Oral Expression|Oral Comprehension|Written Expression|Speech Recognition
OCCO:37301100	landscaping and groundskeeping workers	Multilimb Coordination|Manual Dexterity|Trunk Strength|Static Strength|Extent Flexibility|Control Precision
OCCO:37301200	"pesticide handlers, sprayers, and applicators, vegetation"	Near Vision|Control Precision|Arm-Hand Steadiness|Speech Recognition|Problem Sensitivity|Oral Comprehension
OCCO:37301300	tree trimmers and pruners	Control Precision|Reaction Time|Problem Sensitivity|Multilimb Coordination|Manual Dexterity|Static Strength
OCCO:39102200	first-line supervisors of personal service workers	Oral Expression|Oral Comprehension|Written Comprehension|Problem Sensitivity|Speech Clarity|Speech Recognition
OCCO:39201100	animal trainers	Problem Sensitivity|Oral Expression|Oral Comprehension|Speech Clarity|Information Ordering|Speech Recognition
OCCO:39302100	motion picture projectionists	Near Vision|Far Vision|Problem Sensitivity|Oral Expression|Oral Comprehension|Manual Dexterity
OCCO:39303100	"ushers, lobby attendants, and ticket takers"	Speech Clarity|Oral Expression|Oral Comprehension|Near Vision|Speech Recognition|Problem Sensitivity
OCCO:39309100	amusement and recreation attendants	Oral Expression|Speech Clarity|Oral Comprehension|Speech Recognition|Problem Sensitivity|Near Vision
OCCO:39309200	costume attendants	Oral Expression|Oral Comprehension|Problem Sensitivity|Near Vision|Speech Clarity|Information Ordering
OCCO:39309300	"locker room, coatroom, and dressing room attendants"	Speech Recognition|Speech Clarity|Oral Comprehension|Oral Expression|Trunk Strength|Problem Sensitivity
OCCO:39401100	embalmers	Problem Sensitivity|Near Vision|Oral Comprehension|Oral Expression|Manual Dexterity|Deductive Reasoning
OCCO:39402100	funeral attendants	Oral Expression|Oral Comprehension|Speech Recognition|Speech Clarity|Written Comprehension|Static Strength
OCCO:39501100	barbers	Arm-Hand Steadiness|Oral Comprehension|Near Vision|Manual Dexterity|Finger Dexterity|Speech Recognition
OCCO:39501200	"hairdressers, hairstylists, and cosmetologists"	Near Vision|Manual Dexterity|Finger Dexterity|Arm-Hand Steadiness|Originality|Oral Expression
OCCO:39509100	"makeup artists, theatrical and performance"	Near Vision|Oral Expression|Oral Comprehension|Manual Dexterity|Arm-Hand Steadiness|Visual Color Discrimination
OCCO:39509200	manicurists and pedicurists	Near Vision|Finger Dexterity|Arm-Hand Steadiness|Speech Recognition|Oral Expression|Manual Dexterity
OCCO:39509300	shampooers	Oral Comprehension|Oral Expression|Speech Clarity|Near Vision|Arm-Hand Steadiness|Manual Dexterity
OCCO:39509400	skincare specialists	Oral Expression|Oral Comprehension|Near Vision|Speech Recognition|Speech Clarity|Written Comprehension
OCCO:39601100	baggage porters and bellhops	Trunk Strength|Oral Expression|Oral Comprehension|Static Strength|Speech Recognition|Multilimb Coordination
OCCO:39601200	concierges	Oral Expression|Speech Recognition|Speech Clarity|Oral Comprehension|Problem Sensitivity|Deductive Reasoning
OCCO:39701100	tour guides and escorts	Oral Expression|Oral Comprehension|Speech Clarity|Speech Recognition|Problem Sensitivity|Written Comprehension
OCCO:39701200	travel guides	Speech Recognition|Speech Clarity|Oral Comprehension|Oral Expression|Written Comprehension|Problem Sensitivity
OCCO:39901100	childcare workers	Oral Comprehension|Oral Expression|Problem Sensitivity|Written Comprehension|Speech Recognition|Far Vision
OCCO:39901101	nannies	Problem Sensitivity|Oral Expression|Oral Comprehension|Deductive Reasoning|Speech Clarity|Speech Recognition
OCCO:39903200	recreation workers	Oral Expression|Oral Comprehension|Speech Clarity|Speech Recognition|Problem Sensitivity|Near Vision
OCCO:39904100	residential advisors	Speech Clarity|Problem Sensitivity|Oral Expression|Oral Comprehension|Speech Recognition|Written Comprehension
OCCO:41101100	first-line supervisors of retail sales workers	Speech Clarity|Oral Expression|Oral Comprehension|Speech Recognition|Problem Sensitivity|Near Vision
OCCO:41101200	first-line supervisors of non-retail sales workers	Speech Recognition|Oral Expression|Oral Comprehension|Written Comprehension|Speech Clarity|Problem Sensitivity
OCCO:41201100	cashiers	Oral Expression|Oral Comprehension|Near Vision|Written Comprehension|Speech Recognition|Speech Clarity
OCCO:41202100	counter and rental clerks	Oral Expression|Oral Comprehension|Speech Recognition|Speech Clarity|Written Comprehension|Near Vision
OCCO:41202200	parts salespersons	Oral Comprehension|Oral Expression|Written Comprehension|Speech Recognition|Speech Clarity|Near Vision
OCCO:41203100	retail salespersons	Oral Expression|Oral Comprehension|Speech Recognition|Speech Clarity|Problem Sensitivity|Written Expression
OCCO:41301100	advertising sales agents	Speech Clarity|Oral Expression|Speech Recognition|Oral Comprehension|Written Comprehension|Written Expression
OCCO:41302100	insurance sales agents	Written Comprehension|Oral Expression|Oral Comprehension|Speech Clarity|Written Expression|Speech Recognition
OCCO:41304100	travel agents	Speech Recognition|Speech Clarity|Oral Comprehension|Written Comprehension|Oral Expression|Near Vision
OCCO:41401100	"sales representatives, wholesale and manufacturing, technical and scientific products"	Oral Expression|Speech Recognition|Speech Clarity|Oral Comprehension|Written Comprehension|Written Expression
OCCO:41401107	solar sales representatives and assessors	Oral Comprehension|Oral Expression|Speech Clarity|Written Comprehension|Speech Recognition|Deductive Reasoning
OCCO:41401200	"sales representatives, wholesale and manufacturing, except technical and scientific products"	Speech Recognition|Speech Clarity|Oral Expression|Oral Comprehension|Written Expression|Written Comprehension
OCCO:41901100	demonstrators and product promoters	Speech Clarity|Oral Expression|Oral Comprehension|Speech Recognition|Near Vision|Deductive Reasoning
OCCO:41901200	models	Speech Recognition|Oral Expression|Oral Comprehension|Speech Clarity|Trunk Strength|Originality
OCCO:41902100	real estate brokers	Written Comprehension|Oral Expression|Oral Comprehension|Speech Recognition|Speech Clarity|Near Vision
OCCO:41902200	real estate sales agents	Oral Expression|Oral Comprehension|Speech Clarity|Written Comprehension|Speech Recognition|Information Ordering
OCCO:41903100	sales engineers	Oral Expression|Oral Comprehension|Written Comprehension|Speech Recognition|Speech Clarity|Inductive Reasoning
OCCO:41904100	telemarketers	Oral Expression|Oral Comprehension|Speech Clarity|Speech Recognition|Written Comprehension|Selective Attention
OCCO:43101100	first-line supervisors of office and administrative support workers	Oral Comprehension|Written Comprehension|Oral Expression|Written Expression|Speech Recognition|Speech Clarity
OCCO:43201100	"switchboard operators, including answering service"	Oral Comprehension|Speech Recognition|Oral Expression|Speech Clarity|Near Vision|Written Expression
OCCO:43202100	telephone operators	Oral Expression|Oral Comprehension|Speech Clarity|Speech Recognition|Written Comprehension|Selective Attention
OCCO:43301100	bill and account collectors	Oral Expression|Oral Comprehension|Written Comprehension|Speech Recognition|Speech Clarity|Written Expression
OCCO:43303100	"bookkeeping, accounting, and auditing clerks"	Oral Comprehension|Written Comprehension|Near Vision|Mathematical Reasoning|Written Expression|Problem Sensitivity
OCCO:43305100	payroll and timekeeping clerks	Oral Comprehension|Near Vision|Written Expression|Written Comprehension|Oral Expression|Mathematical Reasoning
OCCO:43306100	procurement clerks	Written Comprehension|Oral Expression|Oral Comprehension|Written Expression|Near Vision|Information Ordering
OCCO:43307100	tellers	Oral Comprehension|Speech Recognition|Oral Expression|Number Facility|Speech Clarity|Problem Sensitivity
OCCO:43401100	brokerage clerks	Oral Comprehension|Oral Expression|Written Comprehension|Near Vision|Written Expression|Speech Recognition
OCCO:43402100	correspondence clerks	Written Expression|Written Comprehension|Oral Comprehension|Problem Sensitivity|Oral Expression|Near Vision
OCCO:43405100	customer service representatives	Oral Expression|Oral Comprehension|Speech Clarity|Speech Recognition|Written Expression|Problem Sensitivity
OCCO:43406100	"eligibility interviewers, government programs"	Oral Expression|Oral Comprehension|Written Expression|Speech Clarity|Written Comprehension|Speech Recognition
OCCO:43407100	file clerks	Information Ordering|Written Comprehension|Near Vision|Category Flexibility|Oral Comprehension|Oral Expression
OCCO:43408100	"hotel, motel, and resort desk clerks"	Oral Expression|Oral Comprehension|Speech Recognition|Speech Clarity|Problem Sensitivity|Near Vision
OCCO:43411100	"interviewers, except eligibility and loan"	Oral Expression|Oral Comprehension|Speech Clarity|Speech Recognition|Near Vision|Written Comprehension
OCCO:43412100	"library assistants, clerical"	Written Comprehension|Oral Expression|Oral Comprehension|Information Ordering|Near Vision|Speech Recognition
OCCO:43413100	loan interviewers and clerks	Written Comprehension|Oral Comprehension|Speech Recognition|Speech Clarity|Oral Expression|Problem Sensitivity
OCCO:43414100	new accounts clerks	Oral Comprehension|Oral Expression|Speech Recognition|Speech Clarity|Written Comprehension|Near Vision
OCCO:43415100	order clerks	Written Comprehension|Speech Clarity|Oral Expression|Oral Comprehension|Near Vision|Speech Recognition
OCCO:43416100	"human resources assistants, except payroll and timekeeping"	Oral Expression|Oral Comprehension|Written Comprehension|Written Expression|Speech Clarity|Near Vision
OCCO:43417100	receptionists and information clerks	Speech Recognition|Oral Expression|Oral Comprehension|Speech Clarity|Written Expression|Written Comprehension
OCCO:43418100	reservation and transportation ticket agents and travel clerks	Oral Expression|Speech Recognition|Speech Clarity|Oral Comprehension|Written Comprehension|Information Ordering
OCCO:43501100	cargo and freight agents	Oral Expression|Oral Comprehension|Written Comprehension|Speech Clarity|Speech Recognition|Problem Sensitivity
OCCO:43501101	freight forwarders	Oral Comprehension|Written Comprehension|Problem Sensitivity|Oral Expression|Information Ordering|Written Expression
OCCO:43502100	couriers and messengers	Oral Expression|Oral Comprehension|Written Comprehension|Speech Recognition|Near Vision|Multilimb Coordination
OCCO:43503200	"dispatchers, except police, fire, and ambulance"	Oral Expression|Oral Comprehension|Speech Recognition|Speech Clarity|Problem Sensitivity|Near Vision
OCCO:43504100	"meter readers, utilities"	Near Vision|Oral Expression|Oral Comprehension|Trunk Strength|Perceptual Speed|Information Ordering
OCCO:43505100	postal service clerks	Oral Comprehension|Oral Expression|Near Vision|Written Comprehension|Speech Recognition|Speech Clarity
OCCO:43505200	postal service mail carriers	Near Vision|Information Ordering|Written Comprehension|Trunk Strength|Speech Recognition|Speech Clarity
OCCO:43505300	"postal service mail sorters, processors, and processing machine operators"	Near Vision|Manual Dexterity|Written Comprehension|Static Strength|Perceptual Speed|Multilimb Coordination
OCCO:43506100	"production, planning, and expediting clerks"	Written Comprehension|Oral Expression|Oral Comprehension|Problem Sensitivity|Written Expression|Near Vision
OCCO:43511100	"weighers, measurers, checkers, and samplers, recordkeeping"	Near Vision|Written Comprehension|Problem Sensitivity|Category Flexibility|Selective Attention|Perceptual Speed
OCCO:43601100	executive secretaries and executive administrative assistants	Written Expression|Written Comprehension|Speech Recognition|Oral Expression|Oral Comprehension|Speech Clarity
OCCO:43601400	"secretaries and administrative assistants, except legal, medical, and executive"	Oral Comprehension|Written Expression|Written Comprehension|Oral Expression|Near Vision|Speech Recognition
OCCO:43902100	data entry keyers	Written Comprehension|Near Vision|Finger Dexterity|Speech Recognition|Perceptual Speed|Oral Comprehension
OCCO:43902200	word processors and typists	Near Vision|Written Comprehension|Speech Recognition|Oral Comprehension|Written Expression|Wrist-Finger Speed
OCCO:43903100	desktop publishers	Near Vision|Visualization|Information Ordering|Written Comprehension|Visual Color Discrimination|Originality
OCCO:43905100	"mail clerks and mail machine operators, except postal service"	Near Vision|Oral Comprehension|Written Comprehension|Speech Recognition|Manual Dexterity|Information Ordering
OCCO:43906100	"office clerks, general"	Oral Expression|Written Comprehension|Oral Comprehension|Written Expression|Speech Recognition|Speech Clarity
OCCO:43907100	"office machine operators, except computer"	Written Comprehension|Near Vision|Information Ordering|Oral Expression|Oral Comprehension|Selective Attention
OCCO:43908100	proofreaders and copy markers	Written Comprehension|Near Vision|Oral Comprehension|Written Expression|Oral Expression|Problem Sensitivity
OCCO:43911100	statistical assistants	Mathematical Reasoning|Written Comprehension|Number Facility|Written Expression|Oral Comprehension|Oral Expression
OCCO:45201100	agricultural inspectors	Problem Sensitivity|Oral Comprehension|Near Vision|Inductive Reasoning|Deductive Reasoning|Oral Expression
OCCO:45202100	animal breeders	Near Vision|Problem Sensitivity|Deductive Reasoning|Category Flexibility|Trunk Strength|Static Strength
OCCO:45204100	"graders and sorters, agricultural products"	Near Vision|Manual Dexterity|Category Flexibility|Oral Comprehension|Finger Dexterity|Trunk Strength
OCCO:45209100	agricultural equipment operators	Multilimb Coordination|Control Precision|Near Vision|Manual Dexterity|Depth Perception|Arm-Hand Steadiness
OCCO:45209300	"farmworkers, farm, ranch, and aquacultural animals"	Problem Sensitivity|Control Precision|Arm-Hand Steadiness|Oral Comprehension|Static Strength|Oral Expression
OCCO:45401100	forest and conservation workers	Problem Sensitivity|Oral Expression|Oral Comprehension|Static Strength|Information Ordering|Deductive Reasoning
OCCO:45402100	fallers	Reaction Time|Multilimb Coordination|Control Precision|Static Strength|Speed of Limb Movement|Manual Dexterity
OCCO:45402200	logging equipment operators	Control Precision|Reaction Time|Multilimb Coordination|Arm-Hand Steadiness|Depth Perception|Response Orientation
OCCO:45402300	log graders and scalers	Near Vision|Problem Sensitivity|Oral Expression|Oral Comprehension|Inductive Reasoning|Deductive Reasoning
OCCO:47101100	first-line supervisors of construction trades and extraction workers	Oral Comprehension|Problem Sensitivity|Oral Expression|Near Vision|Information Ordering|Inductive Reasoning
OCCO:47101103	solar energy installation managers	Written Comprehension|Oral Comprehension|Oral Expression|Written Expression|Problem Sensitivity|Near Vision
OCCO:47201100	boilermakers	Problem Sensitivity|Near Vision|Finger Dexterity|Control Precision|Arm-Hand Steadiness|Manual Dexterity
OCCO:47202100	brickmasons and blockmasons	Trunk Strength|Extent Flexibility|Static Strength|Near Vision|Manual Dexterity|Arm-Hand Steadiness
OCCO:47202200	stonemasons	Trunk Strength|Static Strength|Arm-Hand Steadiness|Stamina|Problem Sensitivity|Near Vision
OCCO:47204100	carpet installers	Trunk Strength|Problem Sensitivity|Extent Flexibility|Static Strength|Near Vision|Visualization
OCCO:47204200	"floor layers, except carpet, wood, and hard tiles"	Near Vision|Extent Flexibility|Oral Comprehension|Arm-Hand Steadiness|Static Strength|Problem Sensitivity
OCCO:47204300	floor sanders and finishers	Multilimb Coordination|Arm-Hand Steadiness|Trunk Strength|Manual Dexterity|Control Precision|Near Vision
OCCO:47205100	cement masons and concrete finishers	Manual Dexterity|Trunk Strength|Near Vision|Multilimb Coordination|Control Precision|Arm-Hand Steadiness
OCCO:47205300	terrazzo workers and finishers	Manual Dexterity|Trunk Strength|Near Vision|Multilimb Coordination|Arm-Hand Steadiness|Finger Dexterity
OCCO:47206100	construction laborers	Manual Dexterity|Arm-Hand Steadiness|Static Strength|Multilimb Coordination|Oral Comprehension|Control Precision
OCCO:47207100	"paving, surfacing, and tamping equipment operators"	Problem Sensitivity|Control Precision|Multilimb Coordination|Rate Control|Reaction Time|Oral Comprehension
OCCO:47207300	operating engineers and other construction equipment operators	Control Precision|Multilimb Coordination|Depth Perception|Near Vision|Far Vision|Rate Control
OCCO:47208100	drywall and ceiling tile installers	Trunk Strength|Near Vision|Manual Dexterity|Extent Flexibility|Arm-Hand Steadiness|Gross Body Equilibrium
OCCO:47208200	tapers	Near Vision|Trunk Strength|Multilimb Coordination|Manual Dexterity|Extent Flexibility|Arm-Hand Steadiness
OCCO:47211100	electricians	Problem Sensitivity|Near Vision|Inductive Reasoning|Deductive Reasoning|Visual Color Discrimination|Oral Comprehension
OCCO:47212100	glaziers	Near Vision|Arm-Hand Steadiness|Manual Dexterity|Trunk Strength|Multilimb Coordination|Information Ordering
OCCO:47213100	"insulation workers, floor, ceiling, and wall"	Extent Flexibility|Multilimb Coordination|Manual Dexterity|Trunk Strength|Gross Body Equilibrium|Control Precision
OCCO:47213200	"insulation workers, mechanical"	Oral Expression|Oral Comprehension|Arm-Hand Steadiness|Problem Sensitivity|Near Vision|Manual Dexterity
OCCO:47214100	"painters, construction and maintenance"	Arm-Hand Steadiness|Trunk Strength|Visual Color Discrimination|Near Vision|Gross Body Equilibrium|Extent Flexibility
OCCO:47214200	paperhangers	Near Vision|Manual Dexterity|Arm-Hand Steadiness|Multilimb Coordination|Extent Flexibility|Trunk Strength
OCCO:47215100	pipelayers	Oral Comprehension|Control Precision|Arm-Hand Steadiness|Near Vision|Oral Expression|Extent Flexibility
OCCO:47215200	"plumbers, pipefitters, and steamfitters"	Problem Sensitivity|Near Vision|Finger Dexterity|Extent Flexibility|Deductive Reasoning|Oral Comprehension
OCCO:47215204	solar thermal installers and technicians	Oral Comprehension|Speech Recognition|Near Vision|Written Comprehension|Problem Sensitivity|Oral Expression
OCCO:47216100	plasterers and stucco masons	Near Vision|Manual Dexterity|Arm-Hand Steadiness|Trunk Strength|Extent Flexibility|Static Strength
OCCO:47217100	reinforcing iron and rebar workers	Trunk Strength|Static Strength|Multilimb Coordination|Manual Dexterity|Extent Flexibility|Arm-Hand Steadiness
OCCO:47218100	roofers	Gross Body Equilibrium|Trunk Strength|Problem Sensitivity|Extent Flexibility|Near Vision|Multilimb Coordination
OCCO:47221100	sheet metal workers	Near Vision|Visualization|Multilimb Coordination|Information Ordering|Trunk Strength|Selective Attention
OCCO:47222100	structural iron and steel workers	Static Strength|Multilimb Coordination|Visualization|Near Vision|Manual Dexterity|Arm-Hand Steadiness
OCCO:47223100	solar photovoltaic installers	Problem Sensitivity|Visualization|Near Vision|Information Ordering|Finger Dexterity|Deductive Reasoning
OCCO:47301100	"helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters"	Trunk Strength|Static Strength|Multilimb Coordination|Near Vision|Arm-Hand Steadiness|Manual Dexterity
OCCO:47301200	helpers--carpenters	Near Vision|Manual Dexterity|Arm-Hand Steadiness|Static Strength|Problem Sensitivity|Multilimb Coordination
OCCO:47301300	helpers--electricians	Near Vision|Manual Dexterity|Problem Sensitivity|Information Ordering|Multilimb Coordination|Finger Dexterity
OCCO:47301400	"helpers--painters, paperhangers, plasterers, and stucco masons"	Trunk Strength|Static Strength|Manual Dexterity|Gross Body Equilibrium|Extent Flexibility|Arm-Hand Steadiness
OCCO:47301500	"helpers--pipelayers, plumbers, pipefitters, and steamfitters"	Manual Dexterity|Multilimb Coordination|Arm-Hand Steadiness|Trunk Strength|Problem Sensitivity|Oral Comprehension
OCCO:47301600	helpers--roofers	Trunk Strength|Manual Dexterity|Gross Body Equilibrium|Multilimb Coordination|Visualization|Speech Clarity
OCCO:47401100	construction and building inspectors	Problem Sensitivity|Inductive Reasoning|Deductive Reasoning|Written Comprehension|Oral Expression|Oral Comprehension
OCCO:47401101	energy auditors	Written Comprehension|Problem Sensitivity|Oral Expression|Oral Comprehension|Written Expression|Number Facility
OCCO:47403100	fence erectors	Multilimb Coordination|Manual Dexterity|Trunk Strength|Static Strength|Arm-Hand Steadiness|Finger Dexterity
OCCO:47404100	hazardous materials removal workers	Problem Sensitivity|Oral Comprehension|Control Precision|Oral Expression|Near Vision|Written Expression
OCCO:47405100	highway maintenance workers	Multilimb Coordination|Control Precision|Static Strength|Problem Sensitivity|Oral Comprehension|Arm-Hand Steadiness
OCCO:47406100	rail-track laying and maintenance equipment operators	Control Precision|Multilimb Coordination|Manual Dexterity|Reaction Time|Problem Sensitivity|Far Vision
OCCO:47407100	septic tank servicers and sewer pipe cleaners	Manual Dexterity|Control Precision|Problem Sensitivity|Oral Comprehension|Multilimb Coordination|Flexibility of Closure
OCCO:47409100	segmental pavers	Oral Expression|Oral Comprehension|Multilimb Coordination|Control Precision|Speech Recognition|Problem Sensitivity
OCCO:47409903	weatherization installers and technicians	Problem Sensitivity|Near Vision|Manual Dexterity|Oral Expression|Oral Comprehension|Speech Recognition
OCCO:47501100	"derrick operators, oil and gas"	Multilimb Coordination|Control Precision|Reaction Time|Manual Dexterity|Arm-Hand Steadiness|Static Strength
OCCO:47501200	"rotary drill operators, oil and gas"	Problem Sensitivity|Control Precision|Near Vision|Multilimb Coordination|Manual Dexterity|Arm-Hand Steadiness
OCCO:47502300	"earth drillers, except oil and gas"	Control Precision|Reaction Time|Multilimb Coordination|Arm-Hand Steadiness|Manual Dexterity|Depth Perception
OCCO:47503200	"explosives workers, ordnance handling experts, and blasters"	Problem Sensitivity|Near Vision|Manual Dexterity|Oral Comprehension|Information Ordering|Inductive Reasoning
OCCO:47504100	continuous mining machine operators	Control Precision|Arm-Hand Steadiness|Reaction Time|Problem Sensitivity|Multilimb Coordination|Rate Control
OCCO:47504300	"roof bolters, mining"	Control Precision|Arm-Hand Steadiness|Manual Dexterity|Extent Flexibility|Reaction Time|Problem Sensitivity
OCCO:47505100	"rock splitters, quarry"	Arm-Hand Steadiness|Multilimb Coordination|Static Strength|Control Precision|Trunk Strength|Near Vision
OCCO:47507100	"roustabouts, oil and gas"	Problem Sensitivity|Multilimb Coordination|Manual Dexterity|Near Vision|Control Precision|Trunk Strength
OCCO:47508100	helpers--extraction workers	Manual Dexterity|Arm-Hand Steadiness|Reaction Time|Multilimb Coordination|Control Precision|Static Strength
OCCO:49101100	"first-line supervisors of mechanics, installers, and repairers"	Written Comprehension|Oral Expression|Oral Comprehension|Speech Recognition|Speech Clarity|Problem Sensitivity
OCCO:49201100	"computer, automated teller, and office machine repairers"	Near Vision|Oral Comprehension|Problem Sensitivity|Oral Expression|Written Comprehension|Speech Recognition
OCCO:49202100	"radio, cellular, and tower equipment installers and repairers"	Problem Sensitivity|Near Vision|Finger Dexterity|Deductive Reasoning|Oral Comprehension|Information Ordering
OCCO:49202200	"telecommunications equipment installers and repairers, except line installers"	Visual Color Discrimination|Problem Sensitivity|Oral Comprehension|Near Vision|Arm-Hand Steadiness|Manual Dexterity
OCCO:49209100	avionics technicians	Written Comprehension|Problem Sensitivity|Oral Comprehension|Near Vision|Information Ordering|Written Expression
OCCO:49209200	"electric motor, power tool, and related repairers"	Finger Dexterity|Problem Sensitivity|Near Vision|Manual Dexterity|Arm-Hand Steadiness|Information Ordering
OCCO:49209300	"electrical and electronics installers and repairers, transportation equipment"	Arm-Hand Steadiness|Problem Sensitivity|Near Vision|Manual Dexterity|Oral Comprehension|Finger Dexterity
OCCO:49209400	"electrical and electronics repairers, commercial and industrial equipment"	Problem Sensitivity|Near Vision|Manual Dexterity|Finger Dexterity|Deductive Reasoning|Arm-Hand Steadiness
OCCO:49209500	"electrical and electronics repairers, powerhouse, substation, and relay"	Near Vision|Problem Sensitivity|Oral Comprehension|Arm-Hand Steadiness|Written Comprehension|Oral Expression
OCCO:49209600	"electronic equipment installers and repairers, motor vehicles"	Near Vision|Finger Dexterity|Arm-Hand Steadiness|Visual Color Discrimination|Visualization|Problem Sensitivity
OCCO:49209800	security and fire alarm systems installers	Problem Sensitivity|Oral Comprehension|Oral Expression|Near Vision|Manual Dexterity|Information Ordering
OCCO:49301100	aircraft mechanics and service technicians	Written Comprehension|Problem Sensitivity|Information Ordering|Finger Dexterity|Control Precision|Near Vision
OCCO:49302100	automotive body and related repairers	Oral Comprehension|Near Vision|Manual Dexterity|Information Ordering|Visualization|Trunk Strength
OCCO:49302200	automotive glass installers and repairers	Near Vision|Static Strength|Multilimb Coordination|Manual Dexterity|Visualization|Speech Recognition
OCCO:49303100	bus and truck mechanics and diesel engine specialists	Near Vision|Problem Sensitivity|Manual Dexterity|Finger Dexterity|Multilimb Coordination|Hearing Sensitivity
OCCO:49304100	farm equipment mechanics and service technicians	Multilimb Coordination|Manual Dexterity|Control Precision|Finger Dexterity|Arm-Hand Steadiness|Visualization
OCCO:49304200	"mobile heavy equipment mechanics, except engines"	Manual Dexterity|Control Precision|Near Vision|Finger Dexterity|Extent Flexibility|Problem Sensitivity
OCCO:49304300	rail car repairers	Multilimb Coordination|Manual Dexterity|Control Precision|Arm-Hand Steadiness|Static Strength|Finger Dexterity
OCCO:49305100	motorboat mechanics and service technicians	Problem Sensitivity|Manual Dexterity|Inductive Reasoning|Deductive Reasoning|Arm-Hand Steadiness|Finger Dexterity
OCCO:49305200	motorcycle mechanics	Manual Dexterity|Hearing Sensitivity|Near Vision|Finger Dexterity|Deductive Reasoning|Problem Sensitivity
OCCO:49305300	outdoor power equipment and other small engine mechanics	Finger Dexterity|Arm-Hand Steadiness|Near Vision|Manual Dexterity|Control Precision|Visualization
OCCO:49309100	bicycle repairers	Visualization|Near Vision|Finger Dexterity|Manual Dexterity|Arm-Hand Steadiness|Problem Sensitivity
OCCO:49309200	recreational vehicle service technicians	Near Vision|Problem Sensitivity|Oral Expression|Oral Comprehension|Manual Dexterity|Control Precision
OCCO:49309300	tire repairers and changers	Trunk Strength|Multilimb Coordination|Manual Dexterity|Static Strength|Near Vision|Extent Flexibility
OCCO:49901100	mechanical door repairers	Manual Dexterity|Arm-Hand Steadiness|Near Vision|Trunk Strength|Problem Sensitivity|Static Strength
OCCO:49901200	"control and valve installers and repairers, except mechanical door"	Problem Sensitivity|Oral Comprehension|Near Vision|Oral Expression|Information Ordering|Deductive Reasoning
OCCO:49903100	home appliance repairers	Arm-Hand Steadiness|Problem Sensitivity|Oral Expression|Near Vision|Manual Dexterity|Finger Dexterity
OCCO:49904100	industrial machinery mechanics	Manual Dexterity|Arm-Hand Steadiness|Reaction Time|Multilimb Coordination|Finger Dexterity|Control Precision
OCCO:49904300	"maintenance workers, machinery"	Arm-Hand Steadiness|Problem Sensitivity|Near Vision|Written Comprehension|Visualization|Oral Comprehension
OCCO:49904400	millwrights	Manual Dexterity|Finger Dexterity|Control Precision|Near Vision|Multilimb Coordination|Arm-Hand Steadiness
OCCO:49904500	"refractory materials repairers, except brickmasons"	Arm-Hand Steadiness|Near Vision|Extent Flexibility|Oral Comprehension|Multilimb Coordination|Manual Dexterity
OCCO:49905100	electrical power-line installers and repairers	Problem Sensitivity|Near Vision|Multilimb Coordination|Arm-Hand Steadiness|Oral Comprehension|Manual Dexterity
OCCO:49905200	telecommunications line installers and repairers	Oral Expression|Oral Comprehension|Near Vision|Problem Sensitivity|Extent Flexibility|Arm-Hand Steadiness
OCCO:49906100	camera and photographic equipment repairers	Near Vision|Visualization|Finger Dexterity|Problem Sensitivity|Arm-Hand Steadiness|Written Comprehension
OCCO:49906200	medical equipment repairers	Problem Sensitivity|Finger Dexterity|Near Vision|Deductive Reasoning|Information Ordering|Inductive Reasoning
OCCO:49906300	musical instrument repairers and tuners	Hearing Sensitivity|Manual Dexterity|Finger Dexterity|Arm-Hand Steadiness|Near Vision|Control Precision
