Ontology ID	OccO Label	Skills
OCCO:47403100	fence erectors	operation and control| critical thinking| active listening| time management| speaking| operation monitoring
OCCO:47404100	hazardous materials removal workers	monitoring| critical thinking| operation and control| operation monitoring| active listening| speaking
OCCO:47405100	highway maintenance workers	operation monitoring| operation and control| troubleshooting| speaking| monitoring| equipment maintenance
OCCO:47406100	rail-track laying and maintenance equipment operators	operation monitoring| operation and control| troubleshooting| equipment maintenance| repairing| quality control analysis
OCCO:47407100	septic tank servicers and sewer pipe cleaners	operation monitoring| operation and control| troubleshooting| critical thinking| quality control analysis| monitoring
OCCO:47409100	segmental pavers	speaking| active listening| critical thinking| coordination| social perceptiveness| operation and control
OCCO:47409903	weatherization installers and technicians	speaking| monitoring| active listening| systems analysis| operation monitoring| judgment and decision making
OCCO:47501100	"derrick operators, oil and gas"	operation monitoring| operation and control| critical thinking| speaking| repairing| monitoring
OCCO:47501200	"rotary drill operators, oil and gas"	operation monitoring| operation and control| critical thinking| monitoring| instructing| active listening
OCCO:47502300	"earth drillers, except oil and gas"	operation monitoring| operation and control| monitoring| quality control analysis| equipment maintenance| critical thinking
OCCO:47503200	"explosives workers, ordnance handling experts, and blasters"	active listening| monitoring| judgment and decision making| critical thinking| operation monitoring| operation and control
OCCO:47504100	continuous mining machine operators	operation monitoring| operation and control| equipment maintenance| troubleshooting| critical thinking| repairing
OCCO:47504300	"roof bolters, mining"	operation and control| operation monitoring| critical thinking| monitoring| coordination| active listening
OCCO:47505100	"rock splitters, quarry"	operation and control| operation monitoring| active listening| monitoring| time management| reading comprehension
OCCO:47507100	"roustabouts, oil and gas"	monitoring| critical thinking| troubleshooting| quality control analysis| operation monitoring| judgment and decision making
OCCO:47508100	helpers--extraction workers	operation monitoring| monitoring| troubleshooting| repairing| operation and control| equipment maintenance
OCCO:49101100	"first-line supervisors of mechanics, installers, and repairers"	monitoring| management of personnel resources| critical thinking| time management| speaking| coordination
OCCO:49201100	"computer, automated teller, and office machine repairers"	repairing| active listening| critical thinking| troubleshooting| complex problem solving| time management
OCCO:49202100	"radio, cellular, and tower equipment installers and repairers"	repairing| equipment maintenance| active listening| troubleshooting| installation| critical thinking
OCCO:49202200	"telecommunications equipment installers and repairers, except line installers"	operation monitoring| troubleshooting| quality control analysis| repairing| equipment maintenance| critical thinking
OCCO:49209100	avionics technicians	troubleshooting| repairing| equipment maintenance| quality control analysis| operation monitoring| critical thinking
OCCO:49209200	"electric motor, power tool, and related repairers"	repairing| troubleshooting| quality control analysis| equipment selection| equipment maintenance| critical thinking
OCCO:49209300	"electrical and electronics installers and repairers, transportation equipment"	critical thinking| active listening| social perceptiveness| repairing| operation monitoring| complex problem solving
OCCO:49209400	"electrical and electronics repairers, commercial and industrial equipment"	repairing| quality control analysis| operation monitoring| troubleshooting| equipment maintenance| critical thinking
OCCO:49209500	"electrical and electronics repairers, powerhouse, substation, and relay"	critical thinking| repairing| reading comprehension| equipment maintenance| troubleshooting| quality control analysis
OCCO:49209600	"electronic equipment installers and repairers, motor vehicles"	troubleshooting| repairing| operation monitoring| critical thinking| active listening| installation
OCCO:49209800	security and fire alarm systems installers	speaking| installation| critical thinking| active listening| reading comprehension| quality control analysis
OCCO:49301100	aircraft mechanics and service technicians	repairing| equipment maintenance| troubleshooting| operation monitoring| quality control analysis| critical thinking
OCCO:49302100	automotive body and related repairers	repairing| speaking| operation and control| monitoring| complex problem solving| active listening
OCCO:49302200	automotive glass installers and repairers	installation| speaking| equipment selection| time management| social perceptiveness| service orientation
OCCO:49303100	bus and truck mechanics and diesel engine specialists	troubleshooting| repairing| operation monitoring| operation and control| quality control analysis| equipment maintenance
OCCO:49304100	farm equipment mechanics and service technicians	repairing| equipment maintenance| troubleshooting| operation and control| operation monitoring| critical thinking
OCCO:49304200	"mobile heavy equipment mechanics, except engines"	troubleshooting| repairing| equipment maintenance| operation monitoring| quality control analysis| operation and control
OCCO:49304300	rail car repairers	troubleshooting| repairing| equipment maintenance| operation and control| quality control analysis| operation monitoring
OCCO:49305100	motorboat mechanics and service technicians	repairing| equipment maintenance| troubleshooting| operation and control| operation monitoring| critical thinking
OCCO:49305200	motorcycle mechanics	repairing| troubleshooting| active listening| critical thinking| complex problem solving| speaking
OCCO:49305300	outdoor power equipment and other small engine mechanics	repairing| troubleshooting| equipment maintenance| operation monitoring| operation and control| quality control analysis
OCCO:49309100	bicycle repairers	repairing| troubleshooting| critical thinking| active listening| speaking| service orientation
OCCO:49309200	recreational vehicle service technicians	repairing| troubleshooting| speaking| critical thinking| active listening| complex problem solving
OCCO:49309300	tire repairers and changers	time management| speaking| service orientation| critical thinking| active listening| troubleshooting
OCCO:49901100	mechanical door repairers	critical thinking| quality control analysis| speaking| reading comprehension| installation| active listening
OCCO:49901200	"control and valve installers and repairers, except mechanical door"	operation monitoring| critical thinking| operation and control| monitoring| judgment and decision making| equipment maintenance
OCCO:49903100	home appliance repairers	repairing| troubleshooting| equipment maintenance| quality control analysis| operation monitoring| critical thinking
OCCO:49904100	industrial machinery mechanics	repairing| equipment maintenance| operation monitoring| troubleshooting| quality control analysis| operation and control
OCCO:49904300	"maintenance workers, machinery"	repairing| operation monitoring| equipment maintenance| troubleshooting| operation and control| reading comprehension
OCCO:49904400	millwrights	installation| operation monitoring| equipment maintenance| troubleshooting| repairing| critical thinking
OCCO:49904500	"refractory materials repairers, except brickmasons"	operation monitoring| repairing| operation and control| equipment maintenance| active listening| troubleshooting
OCCO:49905100	electrical power-line installers and repairers	active listening| monitoring| troubleshooting| operation monitoring| critical thinking| time management
OCCO:49905200	telecommunications line installers and repairers	speaking| operation monitoring| critical thinking| complex problem solving| troubleshooting| operation and control
OCCO:49906100	camera and photographic equipment repairers	troubleshooting| repairing| critical thinking| quality control analysis| equipment maintenance| time management
OCCO:49906200	medical equipment repairers	troubleshooting| repairing| equipment maintenance| quality control analysis| operation monitoring| reading comprehension
OCCO:49906300	musical instrument repairers and tuners	repairing| troubleshooting| quality control analysis| critical thinking| judgment and decision making| time management
OCCO:49907100	"maintenance and repair workers, general"	repairing| equipment maintenance| troubleshooting| operation monitoring| operation and control| monitoring
OCCO:49908100	wind turbine service technicians	troubleshooting| repairing| equipment maintenance| operation monitoring| critical thinking| complex problem solving
OCCO:49909100	"coin, vending, and amusement machine servicers and repairers"	repairing| operation monitoring| equipment maintenance| troubleshooting| time management| judgment and decision making
OCCO:49909200	commercial divers	critical thinking| operation monitoring| active listening| speaking| quality control analysis| time management
OCCO:49909400	locksmiths and safe repairers	repairing| speaking| active listening| time management| equipment maintenance| critical thinking
OCCO:49909500	manufactured building and mobile home installers	quality control analysis| operation and control| critical thinking| operation monitoring| monitoring| judgment and decision making
OCCO:49909600	riggers	critical thinking| time management| operation and control| active listening| operation monitoring| monitoring
OCCO:49909700	signal and track switch repairers	troubleshooting| equipment maintenance| repairing| quality control analysis| operation monitoring| equipment selection
OCCO:49909800	"helpers--installation, maintenance, and repair workers"	operation monitoring| active listening| troubleshooting| repairing| equipment maintenance| critical thinking
OCCO:49909901	geothermal technicians	operation monitoring| troubleshooting| monitoring| reading comprehension| operation and control| equipment maintenance
OCCO:51101100	first-line supervisors of production and operating workers	speaking| active listening| time management| reading comprehension| management of personnel resources| critical thinking
OCCO:51201100	"aircraft structure, surfaces, rigging, and systems assemblers"	quality control analysis| monitoring| critical thinking| active listening| time management| speaking
OCCO:51202100	"coil winders, tapers, and finishers"	operation monitoring| operation and control| reading comprehension| monitoring| critical thinking| active listening
OCCO:51202200	electrical and electronic equipment assemblers	reading comprehension| operation monitoring| monitoring| judgment and decision making| critical thinking| coordination
OCCO:51202300	electromechanical equipment assemblers	quality control analysis| reading comprehension| operation monitoring| troubleshooting| critical thinking| speaking
OCCO:51203100	engine and other machine assemblers	operation monitoring| reading comprehension| quality control analysis| speaking| monitoring| critical thinking
OCCO:51204100	structural metal fabricators and fitters	speaking| reading comprehension| critical thinking| active listening| social perceptiveness| monitoring
OCCO:51205100	fiberglass laminators and fabricators	monitoring| operation monitoring| critical thinking| speaking| active listening| time management
OCCO:51206100	timing device assemblers and adjusters	repairing| troubleshooting| quality control analysis| operation monitoring| monitoring| critical thinking
OCCO:51209200	team assemblers	quality control analysis| monitoring| coordination| time management| speaking| critical thinking
OCCO:51301100	bakers	monitoring| time management| speaking| judgment and decision making| critical thinking| coordination
OCCO:51302100	butchers and meat cutters	active listening| time management| speaking| social perceptiveness| service orientation| reading comprehension
OCCO:51302200	"meat, poultry, and fish cutters and trimmers"	speaking| monitoring| critical thinking| coordination| active listening| time management
OCCO:51302300	slaughterers and meat packers	speaking| active listening| social perceptiveness| coordination| time management| operation monitoring
OCCO:51309100	"food and tobacco roasting, baking, and drying machine operators and tenders"	operation monitoring| monitoring| quality control analysis| critical thinking| reading comprehension| operation and control
OCCO:51309200	food batchmakers	operation and control| monitoring| reading comprehension| operation monitoring| critical thinking| writing
OCCO:51309300	food cooking machine operators and tenders	operation monitoring| operation and control| monitoring| speaking| reading comprehension| writing
OCCO:51402100	"extruding and drawing machine setters, operators, and tenders, metal and plastic"	operation monitoring| operation and control| quality control analysis| monitoring| judgment and decision making| critical thinking
OCCO:51402200	"forging machine setters, operators, and tenders, metal and plastic"	operation monitoring| reading comprehension| operation and control| monitoring| active listening| time management
OCCO:51402300	"rolling machine setters, operators, and tenders, metal and plastic"	operation monitoring| operation and control| quality control analysis| monitoring| critical thinking| troubleshooting
OCCO:51403100	"cutting, punching, and press machine setters, operators, and tenders, metal and plastic"	operation monitoring| operation and control| quality control analysis| monitoring| troubleshooting| speaking
OCCO:51403200	"drilling and boring machine tool setters, operators, and tenders, metal and plastic"	operation monitoring| operation and control| monitoring| speaking| reading comprehension| critical thinking
OCCO:51403300	"grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic"	operation monitoring| operation and control| quality control analysis| reading comprehension| monitoring| troubleshooting
OCCO:51403400	"lathe and turning machine tool setters, operators, and tenders, metal and plastic"	operation monitoring| operation and control| quality control analysis| monitoring| reading comprehension| active listening
OCCO:51403500	"milling and planing machine setters, operators, and tenders, metal and plastic"	operation monitoring| operation and control| monitoring| active listening| speaking| reading comprehension
OCCO:51404100	machinists	operation monitoring| operation and control| critical thinking| reading comprehension| monitoring| coordination
OCCO:51405100	metal-refining furnace operators and tenders	operation monitoring| operation and control| monitoring| quality control analysis| time management| judgment and decision making
OCCO:51405200	"pourers and casters, metal"	operation monitoring| monitoring| operation and control| critical thinking| active listening| coordination
OCCO:51406100	"model makers, metal and plastic"	operation and control| operation monitoring| quality control analysis| monitoring| troubleshooting| critical thinking
OCCO:51406200	"patternmakers, metal and plastic"	operation monitoring| monitoring| operation and control| critical thinking| reading comprehension| active listening
OCCO:51407100	foundry mold and coremakers	monitoring| judgment and decision making| critical thinking| time management| operation monitoring| active listening
OCCO:51407200	"molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic"	operation monitoring| active listening| reading comprehension| operation and control| monitoring| time management
OCCO:51408100	"multiple machine tool setters, operators, and tenders, metal and plastic"	operation monitoring| quality control analysis| operation and control| troubleshooting| monitoring| critical thinking
OCCO:51411100	tool and die makers	operation and control| quality control analysis| operation monitoring| critical thinking| judgment and decision making| equipment selection
OCCO:51412200	"welding, soldering, and brazing machine setters, operators, and tenders"	operation monitoring| speaking| operation and control| critical thinking| active listening| monitoring
OCCO:51419100	"heat treating equipment setters, operators, and tenders, metal and plastic"	operation monitoring| operation and control| speaking| quality control analysis| monitoring| active listening
OCCO:51419200	"layout workers, metal and plastic"	critical thinking| active listening| operation monitoring| monitoring| complex problem solving| speaking
OCCO:51419400	"tool grinders, filers, and sharpeners"	operation monitoring| operation and control| quality control analysis| repairing| equipment maintenance| critical thinking
OCCO:51511100	prepress technicians and workers	time management| speaking| monitoring| critical thinking| active listening| reading comprehension
OCCO:51511200	printing press operators	quality control analysis| operation monitoring| reading comprehension| monitoring| active listening| operation and control
OCCO:51511300	print binding and finishing workers	operation monitoring| critical thinking| reading comprehension| monitoring| judgment and decision making| speaking
OCCO:51601100	laundry and dry-cleaning workers	monitoring| active listening| time management| speaking| social perceptiveness| operation monitoring
OCCO:51602100	"pressers, textile, garment, and related materials"	operation and control| operation monitoring| time management| complex problem solving| quality control analysis| monitoring
OCCO:51603100	sewing machine operators	monitoring| time management| critical thinking| operation monitoring| active listening| social perceptiveness
OCCO:51604100	shoe and leather workers and repairers	active listening| speaking| critical thinking| social perceptiveness| operation monitoring| monitoring
OCCO:51604200	shoe machine operators and tenders	operation monitoring| reading comprehension| quality control analysis| operation and control| critical thinking| active listening
OCCO:51605100	"sewers, hand"	judgment and decision making| time management| critical thinking| complex problem solving| speaking| operation monitoring
OCCO:51605200	"tailors, dressmakers, and custom sewers"	active listening| time management| critical thinking| social perceptiveness| speaking| judgment and decision making
OCCO:51606100	textile bleaching and dyeing machine operators and tenders	operation monitoring| operation and control| quality control analysis| active listening| speaking| monitoring
OCCO:51606200	"textile cutting machine setters, operators, and tenders"	operation monitoring| troubleshooting| quality control analysis| operation and control| monitoring| equipment maintenance
OCCO:51606300	"textile knitting and weaving machine setters, operators, and tenders"	operation monitoring| monitoring| operation and control| speaking| critical thinking| active listening
OCCO:51606400	"textile winding, twisting, and drawing out machine setters, operators, and tenders"	operation monitoring| operation and control| quality control analysis| monitoring| speaking| critical thinking
OCCO:51609100	"extruding and forming machine setters, operators, and tenders, synthetic and glass fibers"	operation monitoring| operation and control| monitoring| quality control analysis| equipment maintenance| critical thinking
OCCO:51609200	fabric and apparel patternmakers	critical thinking| active listening| time management| judgment and decision making| speaking| reading comprehension
OCCO:51609300	upholsterers	critical thinking| reading comprehension| time management| speaking| monitoring| judgment and decision making
OCCO:51701100	cabinetmakers and bench carpenters	operation monitoring| quality control analysis| operation and control| monitoring| troubleshooting| time management
OCCO:51702100	furniture finishers	monitoring| quality control analysis| operation monitoring| critical thinking| coordination| time management
OCCO:51703100	"model makers, wood"	reading comprehension| monitoring| active listening| operations analysis| critical thinking| time management
OCCO:51703200	"patternmakers, wood"	operation and control| operations analysis| reading comprehension| operation monitoring| critical thinking| complex problem solving
OCCO:51704100	"sawing machine setters, operators, and tenders, wood"	operation monitoring| operation and control| troubleshooting| quality control analysis| monitoring| critical thinking
OCCO:51704200	"woodworking machine setters, operators, and tenders, except sawing"	operation monitoring| operation and control| quality control analysis| monitoring| troubleshooting| speaking
OCCO:51801100	nuclear power reactor operators	reading comprehension| operation monitoring| operation and control| monitoring| critical thinking| active listening
OCCO:51801200	power distributors and dispatchers	monitoring| critical thinking| active listening| speaking| reading comprehension| operation monitoring
OCCO:51801300	power plant operators	operation monitoring| operation and control| critical thinking| speaking| quality control analysis| active listening
OCCO:51801303	biomass plant technicians	operation monitoring| operation and control| repairing| quality control analysis| monitoring| equipment maintenance
OCCO:51801304	hydroelectric plant technicians	operation monitoring| operation and control| critical thinking| monitoring| equipment maintenance| troubleshooting
OCCO:51802100	stationary engineers and boiler operators	operation monitoring| operation and control| critical thinking| troubleshooting| quality control analysis| monitoring
OCCO:51803100	water and wastewater treatment plant and system operators	operation monitoring| operation and control| monitoring| quality control analysis| troubleshooting| reading comprehension
OCCO:51809100	chemical plant and system operators	operation monitoring| operation and control| quality control analysis| monitoring| critical thinking| active listening
OCCO:51809200	gas plant operators	operation monitoring| monitoring| operation and control| quality control analysis| critical thinking| judgment and decision making
OCCO:51809300	"petroleum pump system operators, refinery operators, and gaugers"	operation monitoring| monitoring| reading comprehension| operation and control| writing| quality control analysis
OCCO:51809901	biofuels processing technicians	operation monitoring| operation and control| reading comprehension| quality control analysis| monitoring| speaking
OCCO:51901100	chemical equipment operators and tenders	operation monitoring| operation and control| monitoring| reading comprehension| judgment and decision making| critical thinking
OCCO:51901200	"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders"	operation monitoring| quality control analysis| operation and control| monitoring| critical thinking| time management
OCCO:51902100	"crushing, grinding, and polishing machine setters, operators, and tenders"	operation monitoring| operation and control| monitoring| troubleshooting| time management| speaking
OCCO:51902200	"grinding and polishing workers, hand"	quality control analysis| operation monitoring| operation and control| equipment maintenance| troubleshooting| repairing
OCCO:51902300	"mixing and blending machine setters, operators, and tenders"	operation monitoring| operation and control| reading comprehension| monitoring| quality control analysis| equipment maintenance
OCCO:51903100	"cutters and trimmers, hand"	active listening| time management| social perceptiveness| judgment and decision making| critical thinking| speaking
OCCO:51903200	"cutting and slicing machine setters, operators, and tenders"	operation monitoring| operation and control| quality control analysis| monitoring| reading comprehension| troubleshooting
OCCO:51904100	"extruding, forming, pressing, and compacting machine setters, operators, and tenders"	operation monitoring| operation and control| monitoring| speaking| troubleshooting| reading comprehension
OCCO:51905100	"furnace, kiln, oven, drier, and kettle operators and tenders"	operation monitoring| speaking| reading comprehension| operation and control| monitoring| critical thinking
OCCO:51906100	"inspectors, testers, sorters, samplers, and weighers"	quality control analysis| active listening| speaking| reading comprehension| monitoring| critical thinking
OCCO:51907106	gem and diamond workers	quality control analysis| speaking| active listening| monitoring| critical thinking| reading comprehension
OCCO:51908100	dental laboratory technicians	reading comprehension| time management| quality control analysis| critical thinking| speaking| operation monitoring
OCCO:51908200	medical appliance technicians	active listening| quality control analysis| critical thinking| troubleshooting| speaking| reading comprehension
OCCO:51908300	ophthalmic laboratory technicians	operation and control| time management| quality control analysis| operation monitoring| reading comprehension| monitoring
OCCO:51911100	packaging and filling machine operators and tenders	operation monitoring| monitoring| quality control analysis| coordination| active listening| reading comprehension
OCCO:51912300	"painting, coating, and decorating workers"	monitoring| critical thinking| social perceptiveness| active listening| time management| speaking
OCCO:51912400	"coating, painting, and spraying machine setters, operators, and tenders"	operation monitoring| quality control analysis| operation and control| monitoring| troubleshooting| critical thinking
OCCO:51915100	photographic process workers and processing machine operators	operation monitoring| monitoring| active listening| reading comprehension| quality control analysis| speaking
OCCO:51919100	adhesive bonding machine operators and tenders	operation and control| operation monitoring| speaking| quality control analysis| monitoring| active listening
OCCO:51919200	"cleaning, washing, and metal pickling equipment operators and tenders"	operation and control| operation monitoring| monitoring| judgment and decision making| critical thinking| time management
OCCO:51919300	cooling and freezing equipment operators and tenders	operation monitoring| monitoring| critical thinking| operation and control| complex problem solving| troubleshooting
OCCO:51919400	etchers and engravers	critical thinking| time management| active listening| speaking| operation monitoring| reading comprehension
OCCO:51919503	"stone cutters and carvers, manufacturing"	judgment and decision making| critical thinking| active listening| time management| speaking| reading comprehension
OCCO:51919504	"glass blowers, molders, benders, and finishers"	quality control analysis| operation monitoring| operation and control| monitoring| reading comprehension| critical thinking
OCCO:51919505	"potters, manufacturing"	operation monitoring| operation and control| monitoring| critical thinking| active listening| speaking
OCCO:51919600	"paper goods machine setters, operators, and tenders"	operation monitoring| operation and control| monitoring| quality control analysis| critical thinking| coordination
OCCO:51919700	tire builders	operation and control| operation monitoring| active listening| time management| monitoring| critical thinking
OCCO:51919800	helpers--production workers	monitoring| active listening| speaking| operation monitoring| critical thinking| social perceptiveness
OCCO:53104100	aircraft cargo handling supervisors	management of personnel resources| critical thinking| time management| speaking| monitoring| active listening
OCCO:53104200	"first-line supervisors of helpers, laborers, and material movers, hand"	active listening| speaking| critical thinking| coordination| management of personnel resources| complex problem solving
OCCO:53104201	recycling coordinators	speaking| management of personnel resources| time management| critical thinking| coordination| active listening
OCCO:53201100	"airline pilots, copilots, and flight engineers"	operation and control| operation monitoring| monitoring| critical thinking| active listening| speaking
OCCO:53201200	commercial pilots	operation and control| operation monitoring| monitoring| critical thinking| active listening| judgment and decision making
OCCO:53202100	air traffic controllers	active listening| speaking| judgment and decision making| critical thinking| monitoring| complex problem solving
OCCO:53202200	airfield operations specialists	active listening| speaking| reading comprehension| critical thinking| monitoring| coordination
OCCO:53203100	flight attendants	speaking| social perceptiveness| service orientation| active listening| monitoring| coordination
OCCO:53301100	"ambulance drivers and attendants, except emergency medical technicians"	service orientation| critical thinking| active listening| speaking| monitoring| coordination
OCCO:53303100	driver/sales workers	speaking| active listening| service orientation| social perceptiveness| critical thinking| persuasion
OCCO:53303200	heavy and tractor-trailer truck drivers	operation and control| operation monitoring| time management| troubleshooting| speaking| reading comprehension
OCCO:53305200	"bus drivers, transit and intercity"	operation and control| operation monitoring| time management| active listening| speaking| social perceptiveness
OCCO:53401100	locomotive engineers	operation and control| operation monitoring| active listening| speaking| monitoring| critical thinking
OCCO:53401300	"rail yard engineers, dinkey operators, and hostlers"	operation monitoring| operation and control| speaking| quality control analysis| monitoring| complex problem solving
OCCO:53403100	railroad conductors and yardmasters	speaking| monitoring| coordination| critical thinking| time management| judgment and decision making
OCCO:53404100	subway and streetcar operators	operation and control| operation monitoring| speaking| active listening| monitoring| service orientation
OCCO:53501100	sailors and marine oilers	operation monitoring| operation and control| monitoring| troubleshooting| repairing| critical thinking
OCCO:53502200	motorboat operators	operation and control| operation monitoring| speaking| judgment and decision making| active listening| monitoring
OCCO:53503100	ship engineers	operation monitoring| operation and control| critical thinking| troubleshooting| equipment maintenance| repairing
OCCO:53601100	bridge and lock tenders	monitoring| critical thinking| speaking| active listening| social perceptiveness| operation monitoring
OCCO:53603100	automotive and watercraft service attendants	time management| speaking| service orientation| operation and control| active listening| repairing
OCCO:53604100	traffic technicians	active listening| speaking| reading comprehension| judgment and decision making| critical thinking| complex problem solving
OCCO:53605101	aviation inspectors	quality control analysis| critical thinking| speaking| operation monitoring| writing| reading comprehension
OCCO:53605107	"transportation vehicle, equipment and systems inspectors, except aviation"	quality control analysis| operation monitoring| active listening| troubleshooting| speaking| reading comprehension
OCCO:53701100	conveyor operators and tenders	operation monitoring| operation and control| monitoring| critical thinking| active listening| time management
OCCO:53702100	crane and tower operators	operation and control| operation monitoring| critical thinking| monitoring| active listening| time management
OCCO:53703100	dredge operators	operation and control| operation monitoring| judgment and decision making| critical thinking| coordination| troubleshooting
OCCO:53704100	hoist and winch operators	critical thinking| operation monitoring| monitoring| time management| operation and control| active listening
OCCO:53705100	industrial truck and tractor operators	operation and control| operation monitoring| time management| equipment maintenance| coordination| troubleshooting
OCCO:53706100	cleaners of vehicles and equipment	operation and control| quality control analysis| operation monitoring| time management| speaking| monitoring
OCCO:53706200	"laborers and freight, stock, and material movers, hand"	operation and control| critical thinking| coordination| speaking| reading comprehension| operation monitoring
OCCO:53706204	recycling and reclamation workers	operation and control| operation monitoring| monitoring| active listening| speaking| quality control analysis
OCCO:53706300	machine feeders and offbearers	operation monitoring| monitoring| troubleshooting| speaking| reading comprehension| quality control analysis
OCCO:53706400	"packers and packagers, hand"	monitoring| speaking| critical thinking| coordination| active listening| reading comprehension
OCCO:53707100	gas compressor and gas pumping station operators	operation monitoring| operation and control| critical thinking| active listening| quality control analysis| equipment maintenance
OCCO:53707200	"pump operators, except wellhead pumpers"	operation monitoring| monitoring| operation and control| critical thinking| writing| reading comprehension
OCCO:53707300	wellhead pumpers	operation monitoring| operation and control| repairing| monitoring| critical thinking| speaking
OCCO:53708100	refuse and recyclable material collectors	operation and control| speaking| operation monitoring| equipment maintenance| critical thinking| coordination
OCCO:53712100	"tank car, truck, and ship loaders"	operation monitoring| operation and control| monitoring| coordination| writing| time management
